topic_id,name,description,keywords,users,message_count,created_at,updated_at
cee17fe1-460f-4835-9c84-e893ae707555,Meeting Scheduling - Date Change Request for Next Quarter Planning,Discussion about canceling a meeting due to no topics needing discussion.,meeting;scheduling;cancellation;sync offline,Parnia;Manu,6,2025-12-11T20:30:04.245Z,2025-12-11T20:42:58.479Z
cf3c67ba-41f3-4d84-a15a-f08e165efef4,SM Pro - Onboarding Flow Design and Feedback,"Discussion and feedback on the wireframe design for SM Pro onboarding flow, focusing on user experience enhancements through pop-up screens and selection options.",SM Pro;user guide;update;feedback;approval,Parnia;Abdurrahman;Manu,6,2025-12-11T20:45:34.207Z,2025-12-11T22:09:35.601Z
cfeab05f-e65e-4eb7-a5cf-ac8aa0d5f528,AutoPub - Unannounced Production Updates Causing Accessibility Issues,"Investigate the issue where unannounced updates to AutoPub in production are causing accessibility problems, preventing users from utilizing the service. This requires immediate attention to identify the updates and resolve the accessibility issues.",AutoPub;production;unannounced updates;accessibility issues;service disruption,Manu;Parnia,3,2025-12-11T21:30:07.483Z,2025-12-11T21:30:41.117Z
d0c7eeb0-6bfb-48c0-b855-6da70de9efb5,Forum Editor - Toolbar Icon Customization,"Discussion on customizing the toolbar icons in the Forum's 'Leave a Reply' editor, including decisions to retain certain icons due to their functionality and potential user needs.",SM Pro;toolbar;customization;plugin,Manu;Abdurrahman,3,2025-12-11T20:05:59.3Z,2025-12-11T21:12:04.592Z
d1173aa1-f75f-49bf-92e8-8263134f5b6a,Task Completion and Bot Attack Custom Solution Update,Discussion on the progress of tasks including the bot attack custom solution for signup validations and the updated version of automation. Also covers the need for additional hours beyond the retainer limit.,task completion;retainer hours;bot attack;template redesign;google doc automation,Parnia;Manu,4,2025-12-11T21:52:08.678Z,2025-12-11T21:52:35.023Z
d19b69e5-9ac5-47ef-bd54-0fbc68395c67,Email Preference Center - Generic Error on Email Update,Investigate the generic error encountered when updating an email in the Email Preference Center. The issue affects subscribers trying to change their email addresses and results in a generic error message. Manual updates are currently required as a workaround.,Email Preference Center;generic error;email update;manual update,Manu,1,2025-12-11T20:33:01.934Z,2025-12-11T20:33:03.498Z
d2925831-3216-48e2-8ce1-59fb47ca790a,FB Conversions API Integration with WordPress,"Discussion on integrating the Facebook Conversions API using a WordPress plugin, ensuring compatibility and planning for future plugin updates.",Facebook Conversions API;WordPress;plugin integration;compatibility;update planning,Manu,1,2025-12-11T20:48:14.876Z,2025-12-11T20:48:16.305Z
d2e76123-759b-4078-a625-b385da009bfb,MemberPress Refund Process Clarification,Clarification needed on whether a specific user status should remain active and the process for issuing refunds via the MemberPress dashboard.,MemberPress;refund;user status;dashboard,Manu,1,2025-12-11T20:02:18.318Z,2025-12-11T20:02:19.738Z
d63ae453-5a44-43f8-8ab3-cda19e1ef1f7,SM Pro - Image Display Issue in Learning Hub,"Investigate and resolve the recurring image display issue in the SM Pro Learning Hub, similar to the problem experienced on the free website.",SM Pro;Learning Hub;image issue;display problem;free website,Manu,1,2025-12-11T20:03:23.627Z,2025-12-11T20:03:24.677Z
d8a7e9d5-f0ee-4f37-b7a3-bfae57f5ee54,SM Pro - Reset Password Bug for Users Without Active Subscription,Investigate and resolve the issue where users without an active subscription cannot access the reset password form after requesting a reset email in SM Pro.,SM Pro;reset password;bug;subscription;access restriction,Manu,1,2025-12-11T19:59:19.897Z,2025-12-11T19:59:20.877Z
d927500a-b4eb-42b4-91b7-441f35550e78,SM Pro - New Member Banner Setup,"Discussion on whether the banner for new SM Pro members, indicating 'you signed up for this content', works automatically or requires manual setup.",SM Pro;new members;banner;automatic setup,Manu,1,2025-12-11T20:03:57.139Z,2025-12-11T20:03:58.219Z
d9f1d57c-75f5-47f4-9ff3-36dd1f18a57c,Open Graph Image Selection for Category Pages,Discussion on the option to choose an open graph image for category pages and potential plugin solutions for implementation.,open graph;image selection;category page;plugin;staging;production,Manu,1,2025-12-11T20:08:08.539Z,2025-12-11T20:08:10.733Z
dd37cfe7-64ad-47b2-8901-066d3407a094,"Sprint Planning - Article and Newsletter Refactor, SM Pro Onboarding and Design","Draft plan for the upcoming sprint focusing on refactoring article and newsletter pages, and designing SM Pro onboarding and homepage.",sprint planning;article refactor;newsletter refactor;SM Pro onboarding;design,Parnia,3,2025-12-11T22:06:32.526Z,2025-12-11T22:11:27.989Z
de483ca3-a627-47a6-a67e-ea1e27a4022e,Email Templates - Styling Adjustments for Links,"Addressing the lack of styling for links in the intro section of email templates, applicable to both regular and AutoPub templates.",template;structure;flexibility;images;headings;feedback,Manu;Masoud Tahsiri,6,2025-12-11T21:06:05.736Z,2025-12-11T21:35:59.06Z
de6ac73f-8da9-4180-8da4-369e4eef3844,URGENT Business Critical Issue - Google Drive Link,"An urgent and business-critical issue has been reported, involving a Google Drive link that requires immediate attention. The specifics of the issue are not detailed in the message, but it is marked as high priority and involves key team members.",urgent;business critical;Google Drive;immediate attention,Manu,1,2025-12-11T21:34:31.108Z,2025-12-11T21:34:32.159Z
e1d4af58-b9df-4702-a02a-150b0107d7f5,Meeting Agenda and Coordination,"Messages related to setting agendas and coordinating team meetings, including topic discussions and participant confirmations.",call scheduling;meeting coordination;agenda;team call,Manu;Parnia,8,2025-12-11T20:40:47.748Z,2025-12-11T21:34:41.874Z
e4245517-03b2-42e7-b855-89b8e136c9b5,Q1 2026 Planning and Status Update Meeting,"Discussion about the agenda and planning for Q1 2026, including status updates and potential tasks or ideas.",Q1 2026;planning;status update;meeting agenda;async catchup,Manu,1,2025-12-11T19:56:28.752Z,2025-12-11T19:56:29.709Z
e430576e-5bf8-457f-8d26-8a47cd62273f,Nelio Plugin - WordPress 6.7 Compatibility Issue,"Investigate the compatibility issues with the Nelio plugin after updating to WordPress 6.7. The plugin hasn't been updated for several months, and there are errors affecting its functionality.",Nelio;plugin;WordPress 6.7;compatibility;error,Manu,1,2025-12-11T20:46:58.955Z,2025-12-11T20:47:00.206Z
e5ce43c1-0121-47db-af50-ae368ff0fe63,Campaign Monitor - Image Naming Conflict Resolution,Addressing the issue of incorrect images being displayed on Campaign Monitor due to naming conflicts with WordPress images. Implementing a solution to generate unique names for images to prevent conflicts.,Campaign Monitor;image conflict;WordPress;naming conflict;image resolution,Masoud Tahsiri;Manu,2,2025-12-11T22:02:46.809Z,2025-12-11T22:02:55.147Z
e656207a-17a8-4da5-8486-56456dd579eb,Cloudflare WAF Rule Updates and Bypass Implementations,"Discussion and implementation of new Cloudflare WAF rules, including bypasses for specific services like Zapier, and investigation into potential security implications.",Cloudflare;service disruption;outage;website accessibility,Manu;Masoud Golchin;Alireza;Parnia,6,2025-12-11T19:55:22.428Z,2025-12-11T21:35:06.568Z
ec2082dd-4234-435f-b8af-0a808ceb4ec1,SM Pro - Screen Recordings for Rollout Preparation,"Preparation of screen recordings for the SM Pro platform rollout, including promo videos and walkthroughs. Ensuring the staging environment closely resembles production for accurate representation.",SM Pro;screen recordings;promo videos;walkthroughs;staging;production,Manu,1,2025-12-11T21:28:55.745Z,2025-12-11T21:28:57.027Z
ef4868dc-e516-402c-b3b3-2ba822443a4a,Channel Membership Change,Notifications related to users joining or leaving the channel.,user joined;channel membership;user left,Masoud Golchin,1,2025-12-11T19:59:04.274Z,2025-12-11T19:59:05.278Z
efd3aea0-878f-48a5-8124-9fdbd4bb44ff,MemberPress Course Add-on - UI and Navigation Bug,"Investigate the issue with the MemberPress Course add-on where the UI has changed, making it difficult to edit course structures directly from the course page. Additionally, the left-side navigation is non-functional and throws errors.",MemberPress;Course add-on;UI bug;navigation error;plugin update,Manu,1,2025-12-11T20:44:25.697Z,2025-12-11T20:44:26.692Z
f01839d5-916d-4d55-a5bd-580763a13d9d,Sprint Recap - Activities and Time Breakdown [Sep 4th - 17th],"Summary of activities and time allocation for the sprint from Sep 4th to 17th, including tasks like Branding retouch, AutoPub Updates, and Plugin Update.",sprint recap;time breakdown;AutoPub Updates;Branding retouch;Plugin Update,Parnia,1,2025-12-11T21:56:59.687Z,2025-12-11T21:57:00.749Z
f08d3e63-0c78-4d31-b25e-cdebb6bd09e2,SM Pro - Caching Update Delay and Subscription Access Issues,"Ongoing caching issue affecting SM Pro users, causing delays in content updates and access issues for subscribers. Clearing cache on Cloudflare and Breeze provides temporary relief but does not fully resolve the problem. Requires further investigation to improve user experience.",SM Pro;cached content;new subscribers;Cloudflare APO;staging-beta,Asghar;Manu;Parnia,7,2025-12-11T20:04:10.001Z,2025-12-11T21:18:04.132Z
f0f5db48-3ab9-4c7c-8819-53e3c4adc78e,Honeypot Implementation for Signup Forms,Implementation of honeypot as a replacement for reCAPTCHA on signup forms. Ready for review and feedback.,honeypot;reCAPTCHA;signup forms;implementation,Parnia,1,2025-12-11T20:47:27.876Z,2025-12-11T20:47:29.012Z
f1468d41-0e7e-41db-ac61-4bd0aa6351df,Mobile Email Template - Branding and QA Finalization,Finalizing the mobile email template to align with new branding changes and conducting QA using Litmus for Stacked Marketer emails.,mobile;template;text squishing;media query;small text,Manu;Parnia,6,2025-12-11T21:10:47.417Z,2025-12-11T21:24:56.717Z
f29df171-b27b-4871-b58e-097fd776f419,Page Editing and Building Instructions,"Discussion and Q&A about editing and building pages, including instructions and guidance for team members.",page editing;page building;instructions;guidance;Q&A,Parnia,1,2025-12-11T21:35:17.375Z,2025-12-11T21:35:26.338Z
f56fc4b7-00e6-4aeb-83f3-66ccf91048fa,Text Link Underline Shift Issue,"Investigate and resolve the issue where the underline for linked text is shifted or missing the first character, affecting text alignment and visibility.",text link;underline;shifted;missing character;alignment issue,Manu,1,2025-12-11T22:14:00.665Z,2025-12-11T22:14:01.702Z
f5b70281-1fc3-4fa3-8155-85f88265ed5e,Gmail Email Clipping Issue - Size Limit Exceeded,"Investigate and resolve the issue where emails sent via Gmail are clipped when exceeding 102 kB. Users can view the entire message by clicking 'View entire message.' The issue is resolved by optimizing email content to reduce size, but may reoccur if the limit is exceeded. This issue is specific to Gmail, as Yahoo and Hotmail do not exhibit the same behavior.",Tactics;newsletter;clipping;issue;email template,Manu;Parnia,4,2025-12-11T21:58:51.82Z,2025-12-11T22:02:13.73Z
f6e8cfa1-9667-4e66-9cba-73f8f4f797ea,SM Pro - Article Category Assignment,Task to ensure all content in the Pro category without Full Reports is assigned the Article category.,SM Pro;Pro category;Article;Full Reports;content assignment,Manu,1,2025-12-11T19:57:37.355Z,2025-12-11T19:57:38.278Z
f6fcb5ec-5259-4471-b1db-2c50d00bc931,SM Pro - Incorrect Restart Option for Active Subscriptions,"Investigate the issue where the Subscriptions section incorrectly shows a 'RESTART PLAN' option for active subscriptions. This was identified using the 'Switch to' feature, and it is assumed to be incorrect as the plan is still active.",SM Pro;subscriptions;restart option;active plan;incorrect display,Manu,1,2025-12-11T20:31:59.711Z,2025-12-11T20:32:00.658Z
f7c283b0-25ba-4aae-bef8-1255448193e8,Feature Image Clarity Issues in New Design Rollout,"Ongoing issues with blurred or downscaled feature images in the new design rollout, particularly on new devices. Discussion includes potential causes and solutions to ensure image clarity.",feature image;resolution;new design;rollout;image size,Manu,2,2025-12-11T21:26:01.617Z,2025-12-11T21:36:33.303Z
f828f73f-7294-43ae-b464-3c7e065666af,Advertise With Us Form - Data Collection and CM Integration Issue,Investigate the issue where the 'Advertise With Us' form data is collected in WordPress but not sent to Campaign Monitor (CM). Determine if this flow is expected or requires adjustments.,Advertise With Us;survey form;Next button;submission issue,Manu;Parnia,6,2025-12-11T20:50:51.608Z,2025-12-11T21:33:15.637Z
f8dd57fe-b144-4e81-891c-8f9b25350fdf,Meta Pixel Events and CAPI Integration,Discussion on adding new events to Meta Pixel for different subscriptions and understanding the requirements for changing CAPI integration.,Meta Pixel;CAPI;events;integration;subscriptions,Manu,1,2025-12-11T20:59:03.937Z,2025-12-11T20:59:05.382Z
f8f68e76-ba9b-47d1-95e0-cfc2bcdd393d,SM Inline Subscription Form - Dynamic Block Update,"Discussion on the SM inline subscription form being a dynamic block, which updates across all posts when modified.",SM inline;subscription form;dynamic block;update,Abdurrahman,1,2025-12-11T21:39:21.41Z,2025-12-11T21:39:22.838Z
f95206a3-7b9e-408b-9c0c-2fbe73399e36,Meeting Rescheduling - Logistics,Messages related to scheduling or rescheduling meetings and calls.,meeting;call;reschedule;schedule;logistics,Parnia,1,2025-12-11T20:45:56.373Z,2025-12-11T20:45:57.941Z
f9cb4e57-3383-4ec0-b186-8fa49978461d,SM Pro - Content Recommendation Strategy for Homepage and Default Content Display,"Discussion on the strategy for ordering content recommendations on the SM Pro homepage, focusing on relevance versus publish date, and default content display when no specific recommendations are available.",content recommendation;homepage;relevance;publish date;strategy,Abdurrahman;Manu,4,2025-12-11T21:18:15.216Z,2025-12-11T21:28:14.633Z
fd2d1787-b5bc-4b4a-87fa-803e8aa06287,ClickWorthy Section Issue Investigation,"Investigation and resolution of issues related to the ClickWorthy section, as reported by team members. This includes identifying the root cause and implementing necessary fixes.",ClickWorthy;section;issue;investigation,Masoud Tahsiri;Manu,2,2025-12-11T22:12:28.883Z,2025-12-11T22:12:37.968Z
fead5fd4-3524-45f2-aa6c-d70711d6d145,Dashboard - Duplicate Content Strategy Discussion,"Discussion on the strategy for handling duplicate content across different sections of the dashboard, specifically regarding the ""Articles You Might Like"" and ""Featured Content"" sections. Evaluating the impact of content repetition on user engagement.",Learning Hub;structure;navigation;Featured Content;personalized content;dashboard,Abdurrahman,2,2025-12-11T20:31:36.466Z,2025-12-11T21:29:33.239Z
ffced468-6d97-470b-9203-930eb4d36057,Data Stories and URL Slug Recognition Issue,"Investigate and resolve the issue where URL slugs with categories are not recognized by the server, causing broken links. This may involve checking server configurations or CMS settings.",Data Stories;broken links;link issue;articles exist,Manu,4,2025-12-11T20:59:49.471Z,2025-12-11T21:00:16.86Z
